Valuation Date,Symbology,Ticker,Field Name,Value
2015-07-21,OG-Ticker,USD-IRS3M-7Y,MarketValue,0.023962
2015-07-21,OG-Ticker,USD-IRS3M-10Y,MarketValue,0.0293
2015-07-21,OG-Ticker,USD-IRS3M-12Y,MarketValue,0.03195
2015-07-21,OG-Ticker,USD-IRS3M-15Y,MarketValue,0.034235
2015-07-21,OG-Ticker,USD-IRS3M-20Y,MarketValue,0.036155
2015-07-21,OG-Ticker,USD-IRS3M-25Y,MarketValue,0.0369685
2015-07-21,OG-Ticker,USD-IRS3M-30Y,MarketValue,0.037345
2015-07-21,OG-Ticker,USD-FFS-4Y,MarketValue,0.0021
2015-07-21,OG-Ticker,USD-FFS-5Y,MarketValue,0.0021
2015-07-21,OG-Ticker,USD-FFS-6Y,MarketValue,0.0022
2015-07-21,OG-Ticker,USD-FFS-7Y,MarketValue,0.0022
2015-07-21,OG-Ticker,USD-FFS-8Y,MarketValue,0.0022
2015-07-21,OG-Ticker,USD-FFS-9Y,MarketValue,0.0022
2015-07-21,OG-Ticker,USD-FFS-10Y,MarketValue,0.0022
2015-07-21,OG-Ticker,USD-FFS-12Y,MarketValue,0.0023
2015-07-21,OG-Ticker,USD-FFS-15Y,MarketValue,0.0023
2015-07-21,OG-Ticker,USD-FFS-20Y,MarketValue,0.0023
2015-07-21,OG-Ticker,USD-FFS-25Y,MarketValue,0.0023
2015-07-21,OG-Ticker,USD-FFS-30Y,MarketValue,0.0023
2015-07-21,OG-Ticker,USD-CPI-1Y,MarketValue,0.0039
2015-07-21,OG-Ticker,USD-CPI-2Y,MarketValue,0.0097
2015-07-21,OG-Ticker,USD-CPI-3Y,MarketValue,0.0118
2015-07-21,OG-Ticker,USD-CPI-4Y,MarketValue,0.0131
2015-07-21,OG-Ticker,USD-CPI-5Y,MarketValue,0.0141
2015-07-21,OG-Ticker,USD-CPI-6Y,MarketValue,0.015
2015-07-21,OG-Ticker,USD-CPI-7Y,MarketValue,0.0159
2015-07-21,OG-Ticker,USD-CPI-8Y,MarketValue,0.0166
2015-07-21,OG-Ticker,USD-CPI-9Y,MarketValue,0.0172
2015-07-21,OG-Ticker,USD-CPI-10Y,MarketValue,0.0178
2016-06-01,OG-Ticker,AED-Fixing-1M,MarketValue,0.0068657
2016-06-01,OG-Ticker,AED-Fixing-3M,MarketValue,0.0109714
2016-06-01,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0186909
2016-06-01,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0199909
2016-06-01,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0215273
2016-06-01,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02505
2016-06-01,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02755
2016-06-01,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.025605
2016-06-01,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.036363
2016-06-01,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.027733
2016-06-01,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.029125
2016-06-01,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.030518
2016-06-01,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.031743
2016-06-01,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.033758
2016-06-01,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01492
2016-06-01,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.0178
2016-06-01,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0158
2016-06-01,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.034215
2016-06-01,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.018885
2016-06-01,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0210699999999999
2016-06-01,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.02292
2016-06-01,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.02464
2016-06-01,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.02861
2016-06-02,OG-Ticker,AED-Fixing-1M,MarketValue,0.0069014
2016-06-02,OG-Ticker,AED-Fixing-3M,MarketValue,0.0109229
2016-06-02,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0188182
2016-06-02,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0201455
2016-06-02,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0216909
2016-06-02,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02585
2016-06-02,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02855
2016-06-02,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.026395
2016-06-02,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.037285
2016-06-02,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.02812
2016-06-02,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.029785
2016-06-02,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.0312
2016-06-02,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.03246
2016-06-02,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.034648
2016-06-02,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0147699999999999
2016-06-02,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.0176199999999999
2016-06-02,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0157
2016-06-02,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.033935
2016-06-02,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.018785
2016-06-02,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.02099
2016-06-02,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.022705
2016-06-02,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.02451
2016-06-02,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.02845
2016-06-03,OG-Ticker,AED-Fixing-1M,MarketValue,0.0069014
2016-06-03,OG-Ticker,AED-Fixing-3M,MarketValue,0.0109229
2016-06-03,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0188182
2016-06-03,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0201455
2016-06-03,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0216909
2016-06-03,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02545
2016-06-03,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02795
2016-06-03,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.025955
2016-06-03,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.03702
2016-06-03,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.027445
2016-06-03,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.028828
2016-06-03,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.030188
2016-06-03,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.031628
2016-06-03,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.033938
2016-06-03,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0143699999999999
2016-06-03,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01681
2016-06-03,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.01505
2016-06-03,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.033025
2016-06-03,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.017695
2016-06-03,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.01974
2016-06-03,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.02144
2016-06-03,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.02327
2016-06-03,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0272899999999999
2016-06-04,OG-Ticker,AED-Fixing-1M,MarketValue,0.0069014
2016-06-04,OG-Ticker,AED-Fixing-3M,MarketValue,0.0109229
2016-06-04,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0188182
2016-06-04,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0201455
2016-06-04,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0216909
2016-06-04,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02545
2016-06-04,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02795
2016-06-04,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0259
2016-06-04,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.0363
2016-06-04,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.0274
2016-06-04,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.0287
2016-06-04,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.03
2016-06-04,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.0315
2016-06-04,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.0338
2016-06-04,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0143699999999999
2016-06-04,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01681
2016-06-04,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.01505
2016-06-04,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0327
2016-06-04,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0177
2016-06-04,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0197
2016-06-04,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0215
2016-06-04,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.0232
2016-06-04,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0272
2016-06-05,OG-Ticker,AED-Fixing-1M,MarketValue,0.0070071
2016-06-05,OG-Ticker,AED-Fixing-3M,MarketValue,0.01093
2016-06-05,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0191545
2016-06-05,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0203091
2016-06-05,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0218
2016-06-05,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02545
2016-06-05,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02795
2016-06-05,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0259
2016-06-05,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.0363
2016-06-05,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.0274
2016-06-05,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.0287
2016-06-05,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.03
2016-06-05,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.0315
2016-06-05,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.0338
2016-06-05,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0143699999999999
2016-06-05,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01681
2016-06-05,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.01505
2016-06-05,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0327
2016-06-05,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0177
2016-06-05,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0197
2016-06-05,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0215
2016-06-05,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.0232
2016-06-05,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0272
2016-06-06,OG-Ticker,AED-Fixing-1M,MarketValue,0.0070114
2016-06-06,OG-Ticker,AED-Fixing-3M,MarketValue,0.0109557
2016-06-06,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0192182
2016-06-06,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0203364
2016-06-06,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0218364
2016-06-06,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02565
2016-06-06,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02805
2016-06-06,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.026135
2016-06-06,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.037333
2016-06-06,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.027658
2016-06-06,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.029005
2016-06-06,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.030448
2016-06-06,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.03187
2016-06-06,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.034303
2016-06-06,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01444
2016-06-06,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.0169099999999999
2016-06-06,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.01515
2016-06-06,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.033485
2016-06-06,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.01786
2016-06-06,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.01992
2016-06-06,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.02165
2016-06-06,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.02355
2016-06-06,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.02765
2016-06-07,OG-Ticker,AED-Fixing-1M,MarketValue,0.0071
2016-06-07,OG-Ticker,AED-Fixing-3M,MarketValue,0.0111686
2016-06-07,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0192545
2016-06-07,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0203909
2016-06-07,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0218818
2016-06-07,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02635
2016-06-07,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02945
2016-06-07,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0271
2016-06-07,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.038905
2016-06-07,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.0273
2016-06-07,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.03081
2016-06-07,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.032225
2016-06-07,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.033805
2016-06-07,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.036195
2016-06-07,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0152
2016-06-07,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01798
2016-06-07,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0159
2016-06-07,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0338
2016-06-07,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0184
2016-06-07,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0204
2016-06-07,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0222
2016-06-07,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.024
2016-06-07,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0281
2016-06-08,OG-Ticker,AED-Fixing-1M,MarketValue,0.0071186
2016-06-08,OG-Ticker,AED-Fixing-3M,MarketValue,0.0111729
2016-06-08,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0193455
2016-06-08,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0204636
2016-06-08,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219090999999999
2016-06-08,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02655
2016-06-08,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.0299
2016-06-08,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.027285
2016-06-08,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.039448
2016-06-08,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.029795
2016-06-08,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.031368
2016-06-08,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.032868
2016-06-08,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.0344
2016-06-08,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.036703
2016-06-08,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01573
2016-06-08,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01898
2016-06-08,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.01645
2016-06-08,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.03545
2016-06-08,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0194
2016-06-08,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.02147
2016-06-08,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0235699999999999
2016-06-08,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.025525
2016-06-08,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.029705
2016-06-09,OG-Ticker,AED-Fixing-1M,MarketValue,0.0067814
2016-06-09,OG-Ticker,AED-Fixing-3M,MarketValue,0.0112486
2016-06-09,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0195272999999999
2016-06-09,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0205635999999999
2016-06-09,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219545
2016-06-09,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02655
2016-06-09,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02985
2016-06-09,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0273199999999999
2016-06-09,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.038668
2016-06-09,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.02917
2016-06-09,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.030783
2016-06-09,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.032135
2016-06-09,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.03361
2016-06-09,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.03598
2016-06-09,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01516
2016-06-09,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01795
2016-06-09,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0159
2016-06-09,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.034215
2016-06-09,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0187699999999999
2016-06-09,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.02074
2016-06-09,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.02264
2016-06-09,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.0244
2016-06-09,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.02853
2016-06-10,OG-Ticker,AED-Fixing-1M,MarketValue,0.0067814
2016-06-10,OG-Ticker,AED-Fixing-3M,MarketValue,0.0112486
2016-06-10,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0195272999999999
2016-06-10,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0205635999999999
2016-06-10,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219545
2016-06-10,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02655
2016-06-10,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02985
2016-06-10,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.027195
2016-06-10,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.038253
2016-06-10,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.028818
2016-06-10,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.030363
2016-06-10,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.031678
2016-06-10,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.03311
2016-06-10,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.035453
2016-06-10,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01527
2016-06-10,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01819
2016-06-10,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0161
2016-06-10,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0346
2016-06-10,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.018865
2016-06-10,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.02077
2016-06-10,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.022825
2016-06-10,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.02467
2016-06-10,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.02881
2016-06-11,OG-Ticker,AED-Fixing-1M,MarketValue,0.0067814
2016-06-11,OG-Ticker,AED-Fixing-3M,MarketValue,0.0112486
2016-06-11,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0195272999999999
2016-06-11,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0205635999999999
2016-06-11,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219545
2016-06-11,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02655
2016-06-11,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02985
2016-06-11,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0269
2016-06-11,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.0383
2016-06-11,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.0287
2016-06-11,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.0301
2016-06-11,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.0316
2016-06-11,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.0331
2016-06-11,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.0355
2016-06-11,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.01527
2016-06-11,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01819
2016-06-11,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0161
2016-06-11,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0347
2016-06-11,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0189
2016-06-11,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0209
2016-06-11,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0228
2016-06-11,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.0247
2016-06-11,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0289
2016-06-12,OG-Ticker,AED-Fixing-1M,MarketValue,0.0067714
2016-06-12,OG-Ticker,AED-Fixing-3M,MarketValue,0.0112029
2016-06-12,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0195272999999999
2016-06-12,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0205635999999999
2016-06-12,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219545
2016-06-12,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02655
2016-06-12,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02985
2016-06-12,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.0269
2016-06-12,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.0383
2016-06-12,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.0287
2016-06-12,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.0301
2016-06-12,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.0316
2016-06-12,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.0331
2016-06-12,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.0355
2016-06-12,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0152
2016-06-12,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.0181599999999999
2016-06-12,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0161
2016-06-12,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0347
2016-06-12,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.0189
2016-06-12,OG-Ticker,AED-IRS3M-3Y,MarketValue,0.0209
2016-06-12,OG-Ticker,AED-IRS3M-4Y,MarketValue,0.0228
2016-06-12,OG-Ticker,AED-IRS3M-5Y,MarketValue,0.0247
2016-06-12,OG-Ticker,AED-IRS3M-7Y,MarketValue,0.0289
2016-06-13,OG-Ticker,AED-Fixing-1M,MarketValue,0.0071143
2016-06-13,OG-Ticker,AED-Fixing-3M,MarketValue,0.0111914
2016-06-13,OG-Ticker,SAR-Fixing-1M,MarketValue,0.0195455
2016-06-13,OG-Ticker,SAR-Fixing-2M,MarketValue,0.0205818
2016-06-13,OG-Ticker,SAR-Fixing-3M,MarketValue,0.0219727
2016-06-13,OG-Ticker,SAR-FRA-3Mx6M,MarketValue,0.02645
2016-06-13,OG-Ticker,SAR-FRA-6Mx9M,MarketValue,0.02955
2016-06-13,OG-Ticker,SAR-IRS3M-1Y,MarketValue,0.02557
2016-06-13,OG-Ticker,SAR-IRS3M-10Y,MarketValue,0.03759
2016-06-13,OG-Ticker,SAR-IRS3M-2Y,MarketValue,0.02847
2016-06-13,OG-Ticker,SAR-IRS3M-3Y,MarketValue,0.02977
2016-06-13,OG-Ticker,SAR-IRS3M-4Y,MarketValue,0.031045
2016-06-13,OG-Ticker,SAR-IRS3M-5Y,MarketValue,0.032458
2016-06-13,OG-Ticker,SAR-IRS3M-7Y,MarketValue,0.034788
2016-06-13,OG-Ticker,AED-FRA-3Mx6M,MarketValue,0.0152199999999999
2016-06-13,OG-Ticker,AED-FRA-6Mx9M,MarketValue,0.01821
2016-06-13,OG-Ticker,AED-IRS3M-1Y,MarketValue,0.0161
2016-06-13,OG-Ticker,AED-IRS3M-10Y,MarketValue,0.0346199999999999
2016-06-13,OG-Ticker,AED-IRS3M-2Y,MarketValue,0.01874
